@relation listblock
@attribute index numeric
@attribute index2 numeric
@attribute index3 {red, green}
@attribute is_displaynone {true, false}
@attribute top numeric
@attribute left numeric
@attribute height numeric
@attribute width numeric
@attribute area numeric
@attribute text_len numeric
@attribute own_text_len numeric
@attribute anchor_len numeric
@attribute anchor_num numeric
@attribute anchor2text numeric
@attribute img_num numeric
@attribute child_num numeric
@attribute fake_child_num numeric
@attribute input_area numeric
@attribute area_list numeric
@attribute area_other numeric
@attribute list_num1 numeric
@attribute strict_list_num1 numeric
@attribute indiffent_child_num1 numeric
@attribute list_num2 numeric
@attribute strict_list_num2 numeric
@attribute indiffent_child_num2 numeric
@attribute list_num3 numeric
@attribute indiffent_child_num3 numeric
@attribute big_list_num numeric
@attribute biggest_child_area numeric
@attribute biggest_img_area numeric
@attribute biggest_img_width numeric
@attribute most_img_num numeric
@attribute child_arrange_style numeric
@attribute first_second_child_ratio numeric
@attribute tobottom numeric
@attribute longest_own_text_len numeric
@attribute child_height2width numeric
@attribute tall_child_num numeric
@attribute friend_link_ratio numeric
@attribute full_list_ratio numeric
@attribute full_list_len numeric
@attribute pure_text_len numeric
@attribute has_intro {true, false}
@attribute has_sub_title {true, false}
@attribute is_sub_title {true, false}
@attribute has_merged {true, false}
@attribute is_bold {true, false}
@attribute is_time {true, false}
@attribute list_of_subtitle {true, false}
@attribute list_of_keyword {true, false}
@attribute has_repeat_sb_structure {true, false}
@attribute has_other_block {true, false}
@attribute child_is_small {true, false}
@attribute has_one_child {true, false}
@attribute is_list {0, 1}
@data
21,12,green,false,1.5621758506827603,1.5662509035538374,1.546410917622178,1.5697963271282298,1.5707719365509991,1.5395564933646284,0.0,1.5395564933646284,1.446441332248135,1.5707963267948966,0.0,0.7853981633974483,0.0,0.0,1.5707719365509991,0.0,0.0,0.0,0.0,0.7853981633974483,0.7853981633974483,0.0,0.7853981633974483,0.0,0.7853981633974483,1.5707719365509991,0.0,0.0,0.0,0.0,0.7853981633974483,1.5693595461743692,0.0,0.0,0.0,0.0,0.0,1.5395564933646284,0.0,false,false,false,false,false,false,false,false,false,false,true,true,1
22,13,red,false,1.5693214016107297,1.568677685897044,1.5666979890850479,1.5694449762661347,1.5707907884696861,1.4876550949064553,0.0,1.4056476493802699,0.7853981633974483,0.7853981633974483,0.7853981633974483,1.1071487177940904,1.1071487177940904,0.0,0.0,1.5707907884696861,0.0,0.0,0.0,0.7853981633974483,0.0,0.0,0.7853981633974483,0.0,0.0,1.5707898917884617,1.5707371551973326,1.5631041708192477,0.7853981633974483,1.1071487177940904,1.4102844013130376,1.5645071015421892,0.0,0.16339506237745968,0.0,0.0,0.0,1.4876550949064553,1.4056476493802699,false,true,false,false,false,false,false,true,false,true,false,false,1
23,13,green,false,1.5695929579413455,1.5663120519200806,1.5350972141155728,1.5664103900061046,1.5706396851921678,1.5042281630190728,0.0,1.4711276743037347,1.2490457723982544,1.1071487177940904,0.0,1.1071487177940904,1.1071487177940904,0.0,1.5705513488478131,1.570213576278113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5705513488478131,0.0,0.0,0.0,0.7853981633974483,1.1728435193465552,1.5662918527563288,0.0,0.27279749321525265,0.0,0.0,0.0,1.5042281630190728,1.373400766945016,false,false,false,true,false,false,false,false,false,true,false,false,1
24,14,red,false,1.570649806649425,1.5683210843252826,1.5607966601082315,1.56911282670184,1.570779491778063,1.5624631863547607,0.0,1.562100893783118,1.373400766945016,1.5273454314033659,0.0,0.7853981633974483,1.373400766945016,0.0,1.570779491778063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5707121517109204,0.0,0.0,0.0,1.1071487177940904,0.7853981633974483,1.5688806203261432,0.0,0.03365731873552152,0.0,0.0,0.7853897459598849,0.0,1.373400766945016,false,false,false,false,false,false,false,false,false,false,false,true,1
25,15,red,false,1.5702323110622616,1.5618679926150598,1.56695019191383,1.5699629936544643,1.5707931216666915,1.5519306407732258,0.0,0.0,1.4711276743037347,0.0,1.373400766945016,1.373400766945016,1.373400766945016,0.0,0.0,1.5707926904312604,1.373400766945016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5707781449767169,1.5707756656378749,1.5662509035538374,0.7853981633974483,0.7853981633974483,0.7853981633974483,1.5698617476277434,0.0,0.8491414759301354,1.373400766945016,0.0,0.0,1.5519306407732258,1.5519306407732258,false,false,false,false,false,false,false,false,false,false,false,false,1
26,15,green,false,1.5703983960558527,1.5618679926150598,1.5653615976940607,1.5694189171976778,1.5707888408684385,1.567528364572222,0.0,1.5670369460091287,1.5273454314033659,1.42153873214314,0.0,1.1071487177940904,1.1071487177940904,0.0,1.5707885181991947,1.570240771296497,0.0,0.0,0.0,0.7853981633974483,0.7853981633974483,0.0,0.7853981633974483,0.0,0.0,1.5707885181991947,0.0,0.0,0.0,1.2490457723982544,1.556741780003699,1.568333277588504,0.0,0.36505396804010876,0.0,0.0,0.0,1.567528364572222,1.5458015331759765,false,false,false,true,false,false,false,false,false,false,true,true,1
27,16,red,false,1.5702727666333112,1.5688951884009348,1.5702713924599108,1.5693148463972593,1.5707955491143288,1.5667802841290546,0.0,1.5664673495078372,1.5611812384951942,1.4930313871921643,1.5522799247268875,1.2490457723982544,1.2490457723982544,1.5687129964756372,1.5707953257938956,1.5707703358917187,0.0,0.0,0.0,0.7853981633974483,0.0,0.0,0.7853981633974483,0.0,0.0,1.5707953257938956,1.5707037342025687,1.5634435181282058,1.550798992821746,1.1071487177940904,1.5498534432663098,1.5695256794482404,0.0,0.6492441028485676,0.7853981633974483,0.0,0.0,1.5667802841290546,1.5152978215491797,false,false,false,false,false,false,false,false,false,true,false,false,1
28,16,green,false,1.2490457723982544,1.5663120519200806,1.5655053708764959,1.569773832263709,1.5707909167690368,0.0,0.0,0.0,0.0,NaN,1.4288992721907328,0.7853981633974483,1.4288992721907328,0.0,1.5707909167690368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5707632580118398,1.5707632580118398,1.5645464081731977,0.7853981633974483,0.7853981633974483,0.7948616032800063,1.5705695694291686,0.0,0.9380933841248614,1.4288992721907328,0.0,0.0,0.0,0.0,false,false,false,false,false,false,false,false,false,false,false,true,0
29,17,red,false,0.0,0.0,1.5538487969884918,1.5700940797193232,1.5707844243001343,1.5490606199531038,0.0,1.5413930385908916,1.4940244355251187,1.231503712340852,0.7853981633974483,0.7853981633974483,0.0,1.5706671278292073,1.5707801298399255,0.0,0.0,0.0,0.0,0.7853981633974483,0.0,0.0,0.7853981633974483,0.0,0.7853981633974483,1.5705979140990876,0.0,0.0,0.0,0.0,0.7853981633974483,1.5698529308483544,0.0,0.0,0.0,0.0,0.0,1.5490606199531038,1.4876550949064553,false,false,false,true,false,false,false,false,false,false,false,true,0
30,17,green,false,1.5636022063046044,0.0,1.5374753309166493,1.5700940797193232,1.5707729185552006,1.5253730473733196,0.0,1.5253730473733196,1.4056476493802699,1.5707963267948966,0.0,0.7853981633974483,1.4056476493802699,0.0,1.5707616045726884,0.0,0.0,0.0,0.0,0.7853981633974483,0.7853981633974483,0.0,0.7853981633974483,0.0,0.0,1.570466293803579,0.0,0.0,0.0,0.7853981633974483,0.7853981633974483,1.5697436956047326,0.0,0.28872952851239736,0.0,0.0,0.0,1.5253730473733196,0.0,false,false,false,false,false,false,false,false,false,false,false,true,1
31,18,red,false,1.5705035010345987,1.5634971863511995,1.5605925993009424,1.5699267617966772,1.5707874536804336,1.5413930385908916,0.0,1.5413930385908916,1.4288992721907328,1.5707963267948966,0.0,1.1071487177940904,1.1071487177940904,0.0,1.57076915288186,1.570779276496518,0.0,0.0,0.0,0.7853981633974483,0.0,0.0,0.0,0.0,0.0,1.570779276496518,0.0,0.0,0.0,1.1071487177940904,1.0104364498900535,1.559560844536934,0.0,0.03607130378227808,0.0,0.0,0.0,1.5413930385908916,0.0,false,false,false,false,false,false,false,false,false,false,true,true,1
32,18,green,false,1.5699320227750237,1.5632207141437011,1.5703087597930636,1.569576815204331,1.570795732200945,1.5699394289754947,0.0,1.5651145697540492,1.5273454314033659,0.17576572375221797,1.4876550949064553,1.2490457723982544,1.2490457723982544,0.0,1.5707957045947971,1.570777849337397,0.0,0.0,0.0,0.0,0.7853981633974483,0.0,0.0,0.0,0.0,1.5707957045947971,1.570772084370659,1.5667963481280252,1.4711276743037347,1.1071487177940904,1.552431044904059,1.5682582611788052,0.0,0.6889528847382779,0.7853981633974483,0.0,0.0,1.5699394289754947,1.5697872454017736,false,true,false,true,false,false,false,true,false,true,false,false,1
33,19,red,false,1.5683691470952232,1.5697233658332532,1.5683573072410908,1.5667963481280252,1.5707865706973358,1.562321953391926,0.0,1.5601584302193552,1.5291537476963082,1.3208177053340742,1.5042281630190728,0.7853981633974483,1.1071487177940904,0.0,1.5707865706973358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5707855164515605,1.5704656389762628,1.5569083308639295,1.5042281630190728,1.1071487177940904,1.4772364960558986,1.5702142546836835,0.0,0.6883587774154488,0.7853981633974483,0.0,0.7274701164921158,1.446441332248135,1.5291537476963082,false,true,false,true,false,false,true,false,false,false,false,true,1
34,19,green,false,1.5683691470952232,1.5665769425518932,1.5683573072410908,1.569357478866975,1.5707928174072847,1.569323573809625,0.0,1.5689095365810464,1.5662918527563288,1.2967381593205052,1.5152978215491797,0.7853981633974483,1.1071487177940904,0.0,1.5707928174072847,0.0,0.0,0.0,0.0,0.7853981633974483,0.0,0.0,0.7853981633974483,0.0,0.0,1.5707924581583201,1.57039632681623,1.550798992821746,1.5152978215491797,1.1071487177940904,1.4772364960558986,1.5702142546836835,0.0,0.2862857984039112,0.0,0.0,0.0,1.569323573809625,1.564085018163574,false,true,false,false,false,false,false,false,false,false,false,true,1
35,20,red,false,1.5684378406018613,0.0,1.5569083308639295,1.566166730241185,1.5707320263834625,1.5480729659532555,1.373400766945016,1.545160918273219,1.5042281630190728,1.4432867685796584,0.0,1.512040504079174,1.5083775167989393,0.0,0.0,1.570756925691686,0.0,0.0,0.7853981633974483,1.5042281630190728,1.4994888620096063,0.7853981633974483,0.0,0.7853981633974483,0.0,1.5706934461368234,0.0,0.0,0.0,1.2490457723982544,1.092443895416239,1.5688583447249842,1.373400766945016,0.19072409380481797,0.0,0.0,0.0,1.5480729659532555,1.373400766945016,false,false,false,false,false,false,false,false,false,false,true,false,1
36,21,red,false,1.5689444770599263,0.0,1.5596856728972892,1.5700940797193232,1.57078852404833,0.0,0.0,0.0,1.446441332248135,NaN,1.446441332248135,0.7853981633974483,0.0,0.0,1.5707778082763801,0.0,0.0,0.0,0.0,0.7853981633974483,0.0,0.0,0.7853981633974483,0.0,0.0,1.5707778082763801,1.5706111416118282,1.5615373321327735,0.0,0.0,0.7853981633974483,1.5701507490924587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,false,false,false,false,false,false,false,false,false,false,true,1
37,21,green,false,1.5596856728972892,0.0,1.5413930385908916,1.5700940797193232,1.5707756724657522,1.5641297588910283,0.0,1.5641297588910283,1.5437758776076318,1.5707963267948966,0.0,1.1071487177940904,1.1071487177940904,0.0,1.570769093679435,1.5707756724657522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5707756724657522,0.0,0.0,0.0,1.2490457723982544,0.9219237387766248,1.5703097088284403,0.0,0.027671877735585097,0.0,0.0,0.0,1.5641297588910283,0.0,false,false,false,false,false,false,false,false,false,false,true,true,1
38,22,green,false,1.570237979560903,1.5660344580257355,1.550798992821746,1.5698003111880066,1.5707764064761742,1.5323537367737086,0.0,1.5253730473733196,1.373400766945016,1.3909428270024184,0.0,1.4711276743037347,1.460139105621001,0.0,0.0,1.5706167290956783,0.0,0.0,0.7853981633974483,1.1071487177940904,1.1071487177940904,0.7853981633974483,1.1071487177940904,0.7853981633974483,0.0,1.570116979073319,0.0,0.0,0.0,1.2490457723982544,0.8550527371260165,1.554131203080956,0.0,0.2103674044912896,0.0,0.0,0.0,1.5323537367737086,1.3258176636680326,false,false,false,false,false,false,false,false,false,false,true,false,1
39,23,red,false,1.5699712444738738,1.5662918527563288,1.5519306407732258,1.5697759189857918,1.5707770738106865,1.5532542667374942,0.0,1.5475447039844337,1.4801364395941514,1.2560386654035878,0.0,1.1071487177940904,1.1071487177940904,0.0,1.57077670356099,0.0,1.1071487177940904,1.1071487177940904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.570757080327099,0.0,0.0,0.0,1.1071487177940904,0.7853981633974483,0.0,0.0,0.02652439014180504,0.0,0.0,0.0,1.5532542667374942,1.4994888620096063,false,false,false,false,false,false,false,false,false,false,false,false,0
